platform,post_type,media_type,content_topic,day_of_week,predicted_donation_referrals,predicted_engagement_rate,prediction_timestamp
TikTok,FundraisingAppeal,Carousel,Education,Tuesday,8.6,0.0553,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Education,Friday,8.6,0.0553,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Education,Saturday,8.6,0.0561,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Gratitude,Saturday,8.6,0.0787,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,EventRecap,Tuesday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Gratitude,Friday,8.6,0.0779,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,EventRecap,Friday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,EventRecap,Saturday,8.6,0.059,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Gratitude,Tuesday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Health,Monday,8.6,0.0758,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Gratitude,Friday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Gratitude,Saturday,8.6,0.059,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,EventRecap,Saturday,8.6,0.0787,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,EventRecap,Friday,8.6,0.0779,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,EventRecap,Tuesday,8.6,0.0779,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Education,Saturday,8.6,0.0758,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Reintegration,Tuesday,8.6,0.0579,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Education,Friday,8.6,0.075,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Reintegration,Saturday,8.6,0.0587,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,Health,Tuesday,8.6,0.0779,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,SafehouseLife,Tuesday,8.6,0.0586,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,EventRecap,Thursday,8.6,0.068,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Gratitude,Saturday,8.6,0.0714,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Gratitude,Friday,8.6,0.0706,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Gratitude,Thursday,8.6,0.068,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Gratitude,Tuesday,8.6,0.0706,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,AwarenessRaising,Tuesday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,EventRecap,Sunday,8.6,0.0706,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,EventRecap,Saturday,8.6,0.0714,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,EventRecap,Friday,8.6,0.0706,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,EventRecap,Tuesday,8.6,0.0706,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,DonorImpact,Monday,8.6,0.0552,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,AwarenessRaising,Friday,8.6,0.0582,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Education,Sunday,8.6,0.0676,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,AwarenessRaising,Monday,8.6,0.0715,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,SafehouseLife,Monday,8.6,0.0762,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Education,Saturday,8.6,0.0684,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Education,Friday,8.6,0.0676,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Education,Thursday,8.6,0.065,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Education,Tuesday,8.6,0.0676,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Gratitude,Monday,8.6,0.0715,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,Reintegration,Friday,8.6,0.0579,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,EventRecap,Saturday,8.6,0.0732,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Tuesday,8.6,0.079,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,Health,Tuesday,8.6,0.0583,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Health,Monday,8.6,0.0678,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Gratitude,Saturday,8.6,0.0707,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Gratitude,Friday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Gratitude,Tuesday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Monday,8.6,0.0743,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Tuesday,8.6,0.0757,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Thursday,8.6,0.0731,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Friday,8.6,0.0757,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Saturday,8.6,0.0765,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Education,Sunday,8.6,0.0757,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Monday,8.6,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Tuesday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Thursday,8.6,0.076,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Friday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Saturday,8.6,0.0794,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,EventRecap,Sunday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Monday,8.6,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Tuesday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,SafehouseLife,Sunday,8.6,0.071,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Thursday,8.6,0.076,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Friday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Saturday,8.6,0.0794,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Gratitude,Sunday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,EventRecap,Friday,8.6,0.0724,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Health,Tuesday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Sunday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Saturday,8.6,0.0794,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,SafehouseLife,Friday,8.6,0.0704,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,Reintegration,Saturday,8.6,0.0688,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,Reintegration,Friday,8.6,0.068,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,Reintegration,Wednesday,8.6,0.0682,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,SafehouseLife,Saturday,8.6,0.0712,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,Reintegration,Monday,8.6,0.0659,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Text,Reintegration,Wednesday,8.6,0.1017,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Carousel,Reintegration,Wednesday,8.6,0.0782,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Carousel,DonorImpact,Sunday,8.6,0.0775,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Health,Saturday,8.6,0.0707,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,Health,Saturday,8.6,0.0591,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,Health,Friday,8.6,0.0583,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Reintegration,Sunday,8.6,0.0782,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Friday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Health,Friday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Reintegration,Saturday,8.6,0.079,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,DonorImpact,Saturday,8.6,0.0683,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,DonorImpact,Friday,8.6,0.0675,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Reintegration,Friday,8.6,0.0782,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Reintegration,Thursday,8.6,0.0756,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,DonorImpact,Tuesday,8.6,0.0675,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Reintegration,Tuesday,8.6,0.0782,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Monday,8.6,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Tuesday,8.6,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,AwarenessRaising,Thursday,8.6,0.076,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Monday,8.6,0.0773,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,Health,Monday,8.6,0.0562,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,EventRecap,Saturday,8.6,0.0614,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,SafehouseLife,Thursday,8.6,0.0684,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Gratitude,Saturday,8.6,0.0614,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Gratitude,Friday,8.6,0.0606,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,AwarenessRaising,Saturday,8.6,0.0614,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Gratitude,Monday,8.6,0.0598,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Education,Friday,8.6,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Education,Tuesday,8.6,0.067,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Education,Friday,8.6,0.067,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,EventRecap,Friday,8.6,0.0606,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,AwarenessRaising,Saturday,8.6,0.0732,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,EventRecap,Monday,8.6,0.0715,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,EventRecap,Monday,8.6,0.0598,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Education,Saturday,8.6,0.0702,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Education,Saturday,8.6,0.0585,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Education,Friday,8.6,0.0577,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Education,Saturday,8.6,0.0678,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,SafehouseLife,Friday,8.6,0.071,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,SafehouseLife,Saturday,8.6,0.0718,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Education,Monday,8.6,0.0573,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,EventRecap,Tuesday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Reintegration,Monday,8.6,0.0594,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,EventRecap,Friday,8.6,0.0699,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,SafehouseLife,Friday,8.6,0.0611,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Thursday,8.6,0.0764,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Friday,8.6,0.079,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Saturday,8.6,0.0798,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,SafehouseLife,Sunday,8.6,0.079,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,AwarenessRaising,Monday,8.6,0.0598,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,SafehouseLife,Saturday,8.6,0.0618,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Reintegration,Friday,8.6,0.0603,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,AwarenessRaising,Friday,8.6,0.0724,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,EventRecap,Saturday,8.6,0.0707,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,AwarenessRaising,Friday,8.6,0.0606,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,SafehouseLife,Monday,8.6,0.0602,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Education,Monday,8.6,0.069,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Reintegration,Saturday,8.6,0.0611,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,DonorImpact,Friday,8.5,0.0691,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Sunday,8.5,0.0697,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,DonorImpact,Tuesday,8.5,0.0691,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,Reintegration,Monday,8.5,0.0675,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,SafehouseLife,Tuesday,8.5,0.0734,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Saturday,8.5,0.0705,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Carousel,DonorImpact,Saturday,8.5,0.0699,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,Health,Wednesday,8.5,0.0694,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,AwarenessRaising,Wednesday,8.5,0.0694,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,Gratitude,Monday,8.5,0.0773,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,SafehouseLife,Friday,8.5,0.0734,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Friday,8.5,0.0697,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,SafehouseLife,Sunday,8.5,0.0734,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Thursday,8.5,0.0671,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,SafehouseLife,Saturday,8.5,0.0742,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,SafehouseLife,Wednesday,8.5,0.0698,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,DonorImpact,Monday,8.5,0.0749,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,Education,Wednesday,8.5,0.0664,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,DonorImpact,Friday,8.5,0.0771,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,DonorImpact,Saturday,8.5,0.0779,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,EventRecap,Wednesday,8.5,0.0694,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Text,Gratitude,Wednesday,8.5,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Monday,8.5,0.068,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,SafehouseLife,Thursday,8.5,0.0705,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Education,Saturday,8.5,0.0709,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,AwarenessRaising,Monday,8.5,0.0773,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,DonorImpact,Thursday,8.5,0.0751,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,AwarenessRaising,Sunday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,AwarenessRaising,Saturday,8.5,0.0738,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,AwarenessRaising,Friday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,AwarenessRaising,Thursday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,DonorImpact,Saturday,8.5,0.0581,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,AwarenessRaising,Tuesday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,SafehouseLife,Tuesday,8.5,0.0728,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,SafehouseLife,Monday,8.5,0.0777,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,DonorImpact,Wednesday,8.5,0.0577,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Health,Saturday,8.5,0.0732,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Health,Friday,8.5,0.0724,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Carousel,Reintegration,Sunday,8.5,0.0781,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Health,Tuesday,8.5,0.0724,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Health,Monday,8.5,0.0715,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Gratitude,Tuesday,8.5,0.0724,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,AwarenessRaising,Tuesday,8.5,0.0724,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,AwarenessRaising,Tuesday,8.5,0.0606,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,EventRecap,Tuesday,8.5,0.0724,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,DonorImpact,Monday,8.5,0.0589,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Education,Tuesday,8.5,0.0577,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,EventRecap,Tuesday,8.5,0.0606,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Gratitude,Tuesday,8.5,0.0606,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,Education,Tuesday,8.5,0.0694,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,Reintegration,Tuesday,8.5,0.0603,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Photo,SafehouseLife,Tuesday,8.5,0.0611,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,DonorImpact,Monday,8.5,0.076,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Photo,DonorImpact,Monday,8.5,0.0707,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,DonorImpact,Sunday,8.5,0.0778,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,DonorImpact,Saturday,8.5,0.0786,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Text,Health,Wednesday,8.5,0.0697,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Text,DonorImpact,Monday,8.5,0.1002,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Education,Tuesday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Text,Reintegration,Thursday,8.5,0.0671,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,DonorImpact,Friday,8.5,0.0574,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,EventRecap,Monday,8.5,0.0773,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Carousel,DonorImpact,Tuesday,8.5,0.0574,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Photo,DonorImpact,Sunday,8.5,0.08,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,SafehouseLife,Tuesday,8.5,0.0783,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,SafehouseLife,Friday,8.5,0.0783,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Text,Reintegration,Sunday,8.5,0.1015,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Text,DonorImpact,Wednesday,8.5,0.069,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Reel,Reintegration,Tuesday,8.5,0.068,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Video,SafehouseLife,Saturday,8.5,0.0791,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Gratitude,Sunday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Gratitude,Saturday,8.5,0.0738,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,Education,Monday,8.5,0.0748,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Text,DonorImpact,Saturday,8.5,0.1018,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Education,Thursday,8.5,0.0671,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Text,DonorImpact,Friday,8.5,0.101,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Gratitude,Friday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Gratitude,Thursday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Gratitude,Tuesday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,EventRecap,Sunday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,EventRecap,Saturday,8.5,0.0738,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,EventRecap,Friday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,EventRecap,Thursday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Photo,DonorImpact,Wednesday,8.5,0.0799,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,EventRecap,Tuesday,8.5,0.073,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Education,Sunday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Photo,Reintegration,Wednesday,8.5,0.0805,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,Education,Friday,8.5,0.0701,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,DonorImpact,Friday,8.5,0.0778,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,SafehouseLife,Thursday,8.4,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,SafehouseLife,Saturday,8.4,0.0802,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Text,DonorImpact,Sunday,8.4,0.0575,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,SafehouseLife,Friday,8.4,0.0795,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,SafehouseLife,Tuesday,8.4,0.0795,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Sunday,8.4,0.0703,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Saturday,8.4,0.071,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Friday,8.4,0.0703,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Thursday,8.4,0.0676,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Tuesday,8.4,0.0703,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Reintegration,Monday,8.4,0.0685,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,DonorImpact,Tuesday,8.4,0.0697,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Text,DonorImpact,Sunday,8.4,0.0692,2026-04-09T19:37:24.051216+00:00
